id,count,nearIds
3,2,3 4 
4,2,4 3 
29,2,29 30 
30,2,30 29 
32,2,32 33 
33,2,33 32 
42,2,42 43 
43,2,43 42 
57,2,57 58 
58,2,58 57 
84,2,84 88 
88,2,88 84 
100,2,100 101 
101,2,101 100 
103,2,103 104 
104,2,104 103 
117,2,117 118 
118,2,118 117 
157,2,157 164 
164,2,164 157 
176,2,176 177 
177,2,177 176 
